#wavelength	flux
155.8563814	6.43E+07
155.8953503	5.29E+07
155.934329	5.05E+07
155.9733174	5.11E+07
156.0123156	4.31E+07
156.0513235	2.45E+07
156.0903412	1.91E+07
156.1293686	2.26E+07
156.1684058	2.13E+07
156.2074527	2.51E+07
156.2465094	4.55E+07
156.2855759	6.08E+07
156.3246521	5.68E+07
156.3637382	4.90E+07
156.4028339	5.50E+07
156.4419395	6.26E+07
156.4810548	6.86E+07
156.5201799	7.77E+07
156.5593148	8.51E+07
156.5984595	8.67E+07
156.637614	7.33E+07
156.6767783	6.86E+07
156.7159523	7.30E+07
156.7551362	6.26E+07
156.7943298	5.36E+07
156.8335332	6.64E+07
156.8727465	8.27E+07
156.9119695	8.98E+07
156.9512024	8.40E+07
156.9904451	7.45E+07
157.0296975	6.78E+07
157.0689598	7.20E+07
157.1082319	7.59E+07
157.1475139	8.03E+07
157.1868056	8.30E+07
157.2261072	8.37E+07
157.2654186	7.35E+07
157.3047398	6.74E+07
157.3440709	5.81E+07
157.3834118	4.23E+07
157.4227625	4.84E+07
157.4621231	4.84E+07
157.5014935	4.91E+07
157.5408738	7.16E+07
157.5802639	8.55E+07
157.6196638	8.81E+07
157.6590736	7.67E+07
157.6984933	6.26E+07
157.7379228	7.31E+07
157.7773621	7.99E+07
157.8168114	7.36E+07
157.8562705	7.96E+07
157.8957394	8.79E+07
157.9352183	8.93E+07
157.974707	8.61E+07
158.0142055	7.41E+07
158.053714	6.90E+07
158.0932323	7.63E+07
158.1327605	7.69E+07
158.1722986	8.21E+07
158.2118466	8.72E+07
158.2514045	8.85E+07
158.2909722	9.32E+07
158.3305499	9.52E+07
158.3701374	9.05E+07
158.4097349	8.31E+07
158.4493422	7.81E+07
158.4889595	7.02E+07
158.5285866	7.26E+07
158.5682237	7.71E+07
158.6078706	7.30E+07
158.6475275	7.45E+07
158.6871943	7.89E+07
158.7268711	8.14E+07
158.7665577	7.81E+07
158.8062543	7.50E+07
158.8459607	7.70E+07
158.8856772	8.35E+07
158.9254035	8.55E+07
158.9651398	8.75E+07
159.004886	8.14E+07
159.0446421	7.38E+07
159.0844082	7.93E+07
159.1241843	8.55E+07
159.1639702	8.90E+07
159.2037662	8.29E+07
159.243572	7.53E+07
159.2833879	8.43E+07
159.3232137	8.92E+07
159.3630494	8.68E+07
159.4028951	8.68E+07
159.4427508	8.66E+07
159.4826164	7.65E+07
159.522492	7.42E+07
159.5623776	8.00E+07
159.6022731	8.79E+07
159.6421786	8.98E+07
159.6820941	8.96E+07
159.7220196	9.34E+07
159.7619551	9.60E+07
159.8019005	9.60E+07
159.8418559	9.18E+07
159.8818213	9.34E+07
159.9217968	9.63E+07
159.9617822	9.10E+07
160.0017776	8.04E+07
160.041783	7.21E+07
160.0817984	7.32E+07
160.1218238	8.31E+07
160.1618592	8.89E+07
160.2019046	8.46E+07
160.2419601	7.47E+07
160.2820255	7.37E+07
160.322101	8.24E+07
160.3621865	9.32E+07
160.402282	9.70E+07
160.4423876	9.21E+07
160.4825031	8.61E+07
160.5226288	7.82E+07
160.5627644	7.26E+07
160.6029101	7.60E+07
160.6430658	8.51E+07
160.6832315	8.29E+07
160.7234073	8.23E+07
160.7635931	8.68E+07
160.803789	7.80E+07
160.8439949	6.69E+07
160.8842109	7.47E+07
160.924437	8.51E+07
160.9646731	8.67E+07
161.0049192	8.37E+07
161.0451755	7.88E+07
161.0854417	7.29E+07
161.1257181	7.89E+07
161.1660045	8.50E+07
161.206301	8.20E+07
161.2466076	7.44E+07
161.2869242	6.68E+07
161.327251	7.20E+07
161.3675878	7.43E+07
161.4079347	7.60E+07
161.4482917	7.58E+07
161.4886587	8.29E+07
161.5290359	9.07E+07
161.5694232	8.70E+07
161.6098206	8.09E+07
161.650228	7.44E+07
161.6906456	7.74E+07
161.7310733	8.67E+07
161.771511	9.30E+07
161.8119589	8.73E+07
161.8524169	7.43E+07
161.8928851	6.93E+07
161.9333633	7.40E+07
161.9738517	7.80E+07
162.0143502	7.55E+07
162.0548588	7.82E+07
162.0953775	7.99E+07
162.1359064	7.20E+07
162.1764454	6.46E+07
162.2169945	6.82E+07
162.2575538	7.03E+07
162.2981232	6.44E+07
162.3387028	6.20E+07
162.3792925	6.96E+07
162.4198923	8.36E+07
162.4605023	8.46E+07
162.5011225	7.55E+07
162.5417528	6.18E+07
162.5823933	5.90E+07
162.6230439	7.09E+07
162.6637047	7.86E+07
162.7043757	7.74E+07
162.7450569	7.73E+07
162.7857482	8.43E+07
162.8264496	8.72E+07
162.8671613	7.78E+07
162.9078831	6.18E+07
162.9486152	5.37E+07
162.9893574	5.71E+07
163.0301098	6.90E+07
163.0708723	7.10E+07
163.1116451	5.84E+07
163.1524281	6.28E+07
163.1932213	7.26E+07
163.2340246	7.19E+07
163.2748382	6.76E+07
163.315662	6.14E+07
163.3564959	5.95E+07
163.3973401	6.43E+07
163.4381945	7.71E+07
163.4790591	8.60E+07
163.519934	7.79E+07
163.560819	7.04E+07
163.6017143	7.15E+07
163.6426198	7.83E+07
163.6835355	8.62E+07
163.7244615	8.08E+07
163.7653977	7.92E+07
163.8063441	8.65E+07
163.8473008	8.87E+07
163.8882677	7.85E+07
163.9292448	6.61E+07
163.9702322	6.83E+07
164.0112299	7.19E+07
164.0522378	7.52E+07
164.0932559	7.92E+07
164.1342843	8.21E+07
164.175323	7.79E+07
164.2163719	7.46E+07
164.2574311	7.76E+07
164.2985005	8.20E+07
164.3395802	7.65E+07
164.3806702	7.75E+07
164.4217705	8.41E+07
164.462881	8.43E+07
164.5040018	8.29E+07
164.5451329	8.70E+07
164.5862743	8.62E+07
164.627426	8.45E+07
164.668588	8.63E+07
164.7097602	8.06E+07
164.7509428	8.08E+07
164.7921356	8.78E+07
164.8333387	9.04E+07
164.8745522	8.74E+07
164.9157759	7.09E+07
164.95701	6.22E+07
164.9982544	7.47E+07
165.039509	7.71E+07
165.080774	7.57E+07
165.1220493	8.19E+07
165.163335	8.40E+07
165.2046309	8.49E+07
165.2459372	8.83E+07
165.2872538	8.93E+07
165.3285808	8.19E+07
165.369918	7.31E+07
165.4112656	6.32E+07
165.4526236	6.20E+07
165.4939919	6.97E+07
165.5353705	7.35E+07
165.5767595	6.87E+07
165.6181588	4.98E+07
165.6595685	3.17E+07
165.7009885	1.94E+07
165.7424189	2.09E+07
165.7838596	2.60E+07
165.8253107	3.63E+07
165.8667722	5.49E+07
165.908244	6.59E+07
165.9497262	7.24E+07
165.9912188	8.29E+07
166.0327218	8.47E+07
166.0742351	7.74E+07
166.1157588	7.38E+07
166.1572929	8.00E+07
166.1988374	8.29E+07
166.2403922	7.67E+07
166.2819575	7.39E+07
166.3235331	6.83E+07
166.3651192	6.86E+07
166.4067156	7.32E+07
166.4483224	7.80E+07
166.4899397	8.65E+07
166.5315673	8.87E+07
166.5732054	8.61E+07
166.6148538	8.19E+07
166.6565127	7.86E+07
166.698182	8.25E+07
166.7398617	8.14E+07
166.7815519	7.66E+07
166.8232524	7.72E+07
166.8649634	7.82E+07
166.9066848	7.90E+07
166.9484167	7.47E+07
166.9901589	6.31E+07
167.0319117	4.26E+07
167.0736748	2.32E+07
167.1154484	3.41E+07
167.1572325	6.00E+07
167.199027	7.37E+07
167.2408319	7.31E+07
167.2826473	7.54E+07
167.3244731	7.61E+07
167.3663094	7.07E+07
167.4081562	6.13E+07
167.4500134	5.58E+07
167.4918811	6.41E+07
167.5337593	7.41E+07
167.5756479	7.72E+07
167.617547	7.47E+07
167.6594566	7.18E+07
167.7013767	7.83E+07
167.7433072	8.43E+07
167.7852483	8.15E+07
167.8271998	8.02E+07
167.8691618	7.98E+07
167.9111343	7.31E+07
167.9531173	6.59E+07
167.9951107	7.63E+07
168.0371147	8.59E+07
168.0791292	8.61E+07
168.1211542	8.48E+07
168.1631897	8.98E+07
168.2052357	9.12E+07
168.2472922	8.70E+07
168.2893593	8.16E+07
168.3314368	7.80E+07
168.3735249	7.94E+07
168.4156235	8.33E+07
168.4577326	8.83E+07
168.4998523	8.99E+07
168.5419825	8.57E+07
168.5841232	7.79E+07
168.6262745	6.88E+07
168.6684363	6.29E+07
168.7106086	7.22E+07
168.7527915	8.09E+07
168.7949849	7.99E+07
168.8371889	7.57E+07
168.8794034	7.83E+07
168.9216285	8.08E+07
168.9638642	8.06E+07
169.0061104	8.21E+07
169.0483671	7.95E+07
169.0906345	7.31E+07
169.1329124	7.29E+07
169.1752008	8.00E+07
169.2174999	8.08E+07
169.2598095	7.72E+07
169.3021297	7.57E+07
169.3444605	6.92E+07
169.3868018	6.83E+07
169.4291538	7.11E+07
169.4715163	7.50E+07
169.5138895	7.99E+07
169.5562732	7.69E+07
169.5986675	6.60E+07
169.6410724	5.67E+07
169.683488	6.17E+07
169.7259141	7.35E+07
169.7683508	7.15E+07
169.8107982	6.44E+07
169.8532562	7.43E+07
169.8957247	8.05E+07
169.9382039	8.07E+07
169.9806938	7.87E+07
170.0231942	6.82E+07
170.0657053	6.73E+07
170.108227	7.80E+07
170.1507593	7.41E+07
170.1933023	6.19E+07
170.2358559	6.83E+07
170.2784201	7.34E+07
170.320995	7.36E+07
170.3635805	7.61E+07
170.4061767	7.88E+07
170.4487835	7.33E+07
170.491401	7.64E+07
170.5340291	8.31E+07
170.5766679	7.78E+07
170.6193174	7.28E+07
170.6619775	7.58E+07
170.7046483	7.15E+07
170.7473298	6.30E+07
170.7900219	6.53E+07
170.8327247	6.65E+07
170.8754382	6.95E+07
170.9181623	7.19E+07
170.9608972	6.52E+07
171.0036427	7.28E+07
171.0463989	7.88E+07
171.0891658	7.26E+07
171.1319434	6.52E+07
171.1747317	7.01E+07
171.2175307	8.14E+07
171.2603404	7.77E+07
171.3031608	6.56E+07
171.3459919	6.74E+07
171.3888337	7.55E+07
171.4316862	7.44E+07
171.4745494	6.87E+07
171.5174234	7.03E+07
171.5603081	7.34E+07
171.6032034	7.60E+07
171.6461096	7.19E+07
171.6890264	7.07E+07
171.731954	6.73E+07
171.7748923	6.40E+07
171.8178414	7.05E+07
171.8608011	7.42E+07
171.9037717	6.81E+07
171.9467529	6.82E+07
171.989745	6.79E+07
172.0327477	6.01E+07
172.0757613	6.05E+07
172.1187855	6.56E+07
172.1618206	7.42E+07
172.2048664	7.70E+07
172.2479229	7.32E+07
172.2909902	7.53E+07
172.3340683	8.20E+07
172.3771572	8.41E+07
172.4202568	7.69E+07
172.4633672	6.27E+07
172.5064884	6.25E+07
172.5496204	7.16E+07
172.5927631	6.41E+07
172.6359167	5.39E+07
172.679081	5.78E+07
172.7222561	6.68E+07
172.7654421	7.31E+07
172.8086388	7.76E+07
172.8518463	7.97E+07
172.8950646	7.96E+07
172.9382937	8.12E+07
172.9815337	8.25E+07
173.0247844	7.80E+07
173.068046	6.96E+07
173.1113183	6.35E+07
173.1546015	6.83E+07
173.1978956	7.39E+07
173.2412004	7.89E+07
173.2845161	7.95E+07
173.3278426	7.71E+07
173.3711799	7.63E+07
173.4145281	7.45E+07
173.4578871	6.84E+07
173.5012569	6.85E+07
173.5446376	7.29E+07
173.5880292	7.77E+07
173.6314316	8.27E+07
173.6748448	8.25E+07
173.7182689	7.36E+07
173.7617039	6.57E+07
173.8051497	6.84E+07
173.8486063	7.78E+07
173.8920739	8.48E+07
173.9355523	8.60E+07
173.9790416	8.13E+07
174.0225417	7.34E+07
174.0660528	7.67E+07
174.1095747	7.67E+07
174.1531075	6.60E+07
174.1966511	6.54E+07
174.2402057	6.88E+07
174.2837712	6.91E+07
174.3273475	7.14E+07
174.3709347	7.28E+07
174.4145329	7.49E+07
174.4581419	7.69E+07
174.5017619	7.42E+07
174.5453927	7.51E+07
174.5890345	8.39E+07
174.6326871	8.32E+07
174.6763507	7.23E+07
174.7200252	7.07E+07
174.7637107	7.13E+07
174.807407	7.08E+07
174.8511143	7.61E+07
174.8948325	7.66E+07
174.9385616	7.15E+07
174.9823017	7.52E+07
175.0260527	8.00E+07
175.0698146	7.97E+07
175.1135875	8.11E+07
175.1573713	7.12E+07
175.2011661	6.67E+07
175.2449718	7.68E+07
175.2887885	7.88E+07
175.3326161	7.66E+07
175.3764547	8.10E+07
175.4203043	8.49E+07
175.4641648	8.18E+07
175.5080363	8.18E+07
175.5519187	8.50E+07
175.5958121	8.57E+07
175.6397165	8.63E+07
175.6836319	8.36E+07
175.7275583	8.04E+07
175.7714956	7.64E+07
175.8154439	7.44E+07
175.8594032	7.88E+07
175.9033735	8.28E+07
175.9473548	7.90E+07
175.9913471	6.76E+07
176.0353504	6.00E+07
176.0793647	6.58E+07
176.12339	7.18E+07
176.1674263	7.22E+07
176.2114736	7.43E+07
176.255532	7.73E+07
176.2996013	7.64E+07
176.3436817	6.97E+07
176.3877731	5.80E+07
176.4318755	6.46E+07
176.4759889	7.20E+07
176.5201134	6.23E+07
176.5642489	5.47E+07
176.6083954	5.71E+07
176.652553	6.59E+07
176.6967216	7.61E+07
176.7409013	7.49E+07
176.785092	7.33E+07
176.8292937	7.54E+07
176.8735065	7.43E+07
176.9177304	6.99E+07
176.9619653	6.63E+07
177.0062113	7.10E+07
177.0504683	7.21E+07
177.0947364	7.20E+07
177.1390156	7.60E+07
177.1833059	7.04E+07
177.2276072	6.40E+07
177.2719196	7.09E+07
177.316243	8.16E+07
177.3605776	8.17E+07
177.4049232	7.84E+07
177.44928	7.95E+07
177.4936478	7.64E+07
177.5380267	7.85E+07
177.5824167	8.08E+07
177.6268178	7.45E+07
177.67123	6.83E+07
177.7156534	7.54E+07
177.7600878	7.81E+07
177.8045333	7.71E+07
177.84899	8.03E+07
177.8934577	8.16E+07
177.9379366	8.01E+07
177.9824266	8.12E+07
178.0269277	8.29E+07
178.07144	8.17E+07
178.1159634	7.57E+07
178.1604979	7.32E+07
178.2050435	7.51E+07
178.2496003	7.63E+07
178.2941682	7.60E+07
178.3387473	7.84E+07
178.3833375	8.36E+07
178.4279389	8.38E+07
178.4725514	7.82E+07
178.5171751	7.11E+07
178.5618099	7.18E+07
178.6064559	7.21E+07
178.651113	6.70E+07
178.6957814	6.85E+07
178.7404608	7.36E+07
178.7851515	6.78E+07
178.8298533	6.52E+07
178.8745663	7.31E+07
178.9192905	8.25E+07
178.9640259	8.30E+07
179.0087724	8.20E+07
179.0535302	8.33E+07
179.0982991	8.42E+07
179.1430793	8.53E+07
179.1878706	8.63E+07
179.2326731	8.65E+07
179.2774868	8.43E+07
179.3223118	7.86E+07
179.3671479	7.82E+07
179.4119952	8.29E+07
179.4568538	8.46E+07
179.5017236	8.22E+07
179.5466046	8.06E+07
179.5914968	8.17E+07
179.6364002	8.32E+07
179.6813149	7.97E+07
179.7262408	7.63E+07
179.7711779	7.59E+07
179.8161263	7.55E+07
179.8610859	8.08E+07
179.9060568	8.30E+07
179.9510388	8.18E+07
179.9960322	8.28E+07
180.0410368	8.45E+07
180.0860526	8.49E+07
180.1310797	8.57E+07
180.1761181	8.58E+07
180.2211677	8.46E+07
180.2662286	8.42E+07
180.3113007	8.28E+07
180.3563841	7.95E+07
180.4014788	7.76E+07
180.4465848	7.49E+07
180.491702	7.40E+07
180.5368305	7.42E+07
180.5819703	7.90E+07
180.6271214	8.41E+07
180.6722838	8.02E+07
180.7174575	6.93E+07
180.7626424	6.51E+07
180.8078387	6.76E+07
180.8530463	7.16E+07
180.8982651	6.83E+07
180.9434953	7.11E+07
180.9887368	8.07E+07
181.0339896	8.31E+07
181.0792537	8.06E+07
181.1245291	7.91E+07
181.1698159	7.78E+07
181.215114	7.59E+07
181.2604234	8.09E+07
181.3057441	8.36E+07
181.3510761	8.28E+07
181.3964195	7.73E+07
181.4417743	7.43E+07
181.4871403	7.67E+07
181.5325177	7.41E+07
181.5779065	7.41E+07
181.6233066	7.88E+07
181.6687181	7.41E+07
181.7141409	6.55E+07
181.759575	6.67E+07
181.8050206	7.32E+07
181.8504775	7.59E+07
181.8959457	8.09E+07
181.9414253	8.04E+07
181.9869163	7.42E+07
182.0324187	6.70E+07
182.0779325	6.99E+07
182.1234576	7.80E+07
182.1689941	7.84E+07
182.214542	7.30E+07
182.2601013	7.64E+07
182.305672	7.91E+07
182.351254	7.49E+07
182.3968475	6.84E+07
182.4424524	7.26E+07
182.4880686	7.47E+07
182.5336963	7.42E+07
182.5793354	7.57E+07
182.6249859	7.41E+07
182.6706478	7.34E+07
182.7163211	7.34E+07
182.7620059	7.19E+07
182.807702	7.07E+07
182.8534096	7.22E+07
182.8991286	7.29E+07
182.9448591	7.58E+07
182.990601	7.40E+07
183.0363543	6.95E+07
183.0821191	6.80E+07
183.1278953	6.69E+07
183.1736829	6.49E+07
183.219482	6.38E+07
183.2652926	6.61E+07
183.3111146	6.97E+07
183.356948	7.36E+07
183.402793	7.93E+07
183.4486493	8.12E+07
183.4945172	7.69E+07
183.5403965	7.26E+07
183.5862873	7.10E+07
183.6321896	7.34E+07
183.6781033	7.69E+07
183.7240285	7.67E+07
183.7699652	7.21E+07
183.8159134	7.17E+07
183.8618731	7.76E+07
183.9078443	7.46E+07
183.9538269	6.39E+07
183.9998211	6.06E+07
184.0458267	6.94E+07
184.0918439	6.97E+07
184.1378726	5.61E+07
184.1839128	5.34E+07
184.2299644	6.34E+07
184.2760276	6.37E+07
184.3221024	6.12E+07
184.3681886	6.75E+07
184.4142864	7.21E+07
184.4603957	7.16E+07
184.5065165	6.88E+07
184.5526488	6.85E+07
184.5987927	6.66E+07
184.6449481	6.20E+07
184.6911151	6.36E+07
184.7372936	6.46E+07
184.7834836	6.05E+07
184.8296852	6.15E+07
184.8758984	6.76E+07
184.9221231	7.57E+07
184.9683594	7.97E+07
185.0146072	7.74E+07
185.0608666	7.10E+07
185.1071375	6.93E+07
185.1534201	6.77E+07
185.1997141	6.68E+07
185.2460198	6.36E+07
185.2923371	6.17E+07
185.3386659	6.40E+07
185.3850063	6.87E+07
185.4313583	6.73E+07
185.4777219	6.58E+07
185.5240971	7.27E+07
185.5704839	7.59E+07
185.6168822	7.47E+07
185.6632922	7.52E+07
185.7097138	7.47E+07
185.756147	7.00E+07
185.8025918	6.52E+07
185.8490482	6.91E+07
185.8955162	7.21E+07
185.9419958	6.63E+07
185.9884871	5.83E+07
186.03499	6.31E+07
186.0815045	7.15E+07
186.1280306	7.46E+07
186.1745684	7.39E+07
186.2211178	6.83E+07
186.2676789	6.46E+07
186.3142516	7.03E+07
186.3608359	7.58E+07
186.4074319	7.13E+07
186.4540395	6.21E+07
186.5006588	6.70E+07
186.5472898	7.20E+07
186.5939324	7.16E+07
186.6405867	7.35E+07
186.6872526	7.35E+07
186.7339302	7.20E+07
186.7806195	7.04E+07
186.8273204	6.99E+07
186.874033	7.00E+07
186.9207573	6.91E+07
186.9674933	6.73E+07
187.014241	6.69E+07
187.0610003	6.86E+07
187.1077714	7.20E+07
187.1545541	7.67E+07
187.2013486	7.59E+07
187.2481547	7.15E+07
187.2949726	7.17E+07
187.3418021	7.60E+07
187.3886434	7.89E+07
187.4354963	7.52E+07
187.482361	6.65E+07
187.5292374	6.84E+07
187.5761256	7.43E+07
187.6230254	7.14E+07
187.669937	6.68E+07
187.7168603	6.57E+07
187.7637953	6.89E+07
187.8107421	7.17E+07
187.8577006	7.43E+07
187.9046708	7.79E+07
187.9516528	7.54E+07
187.9986466	7.02E+07
188.0456521	6.43E+07
188.0926693	5.97E+07
188.1396983	6.56E+07
188.1867391	7.17E+07
188.2337916	7.67E+07
188.2808559	7.81E+07
188.3279319	7.59E+07
188.3750197	7.40E+07
188.4221193	7.51E+07
188.4692307	7.31E+07
188.5163539	7.03E+07
188.5634888	7.16E+07
188.6106355	7.38E+07
188.657794	7.56E+07
188.7049643	7.63E+07
188.7521464	7.55E+07
188.7993403	7.29E+07
188.846546	6.63E+07
188.8937635	6.33E+07
188.9409928	7.18E+07
188.9882339	7.37E+07
189.0354868	6.95E+07
189.0827515	7.16E+07
189.1300281	7.44E+07
189.1773164	7.19E+07
189.2246166	7.13E+07
189.2719287	7.46E+07
189.3192525	7.21E+07
189.3665882	7.05E+07
189.4139357	7.31E+07
189.4612951	7.63E+07
189.5086663	7.32E+07
189.5560493	6.80E+07
189.6034442	7.10E+07
189.6508509	7.61E+07
189.6982695	7.26E+07
189.7457	6.65E+07
189.7931423	7.10E+07
189.8405965	7.12E+07
189.8880625	6.80E+07
189.9355404	6.84E+07
189.9830302	6.83E+07
190.0305318	6.72E+07
190.0780453	6.68E+07
190.1255707	6.36E+07
190.173108	6.30E+07
190.2206572	6.77E+07
190.2682183	6.97E+07
190.3157912	6.70E+07
190.3633761	7.20E+07
190.4109728	7.57E+07
190.4585815	6.85E+07
190.506202	6.37E+07
190.5538345	6.41E+07
190.6014788	6.55E+07
190.6491351	6.59E+07
190.6968033	7.09E+07
190.7444834	6.99E+07
190.7921754	6.51E+07
190.8398794	6.82E+07
190.8875953	7.14E+07
190.9353231	6.99E+07
190.9830629	6.82E+07
191.0308145	6.51E+07
191.0785782	6.20E+07
191.1263537	6.47E+07
191.1741413	6.90E+07
191.2219407	7.14E+07
191.2697521	7.32E+07
191.3175755	7.68E+07
191.3654108	7.59E+07
191.4132581	7.31E+07
191.4611174	6.99E+07
191.5089886	6.54E+07
191.5568718	6.81E+07
191.6047669	7.39E+07
191.652674	7.54E+07
191.7005932	7.31E+07
191.7485242	7.02E+07
191.7964673	6.81E+07
191.8444224	6.78E+07
191.8923894	7.25E+07
191.9403685	7.42E+07
191.9883595	7.36E+07
192.0363626	7.52E+07
192.0843776	7.34E+07
192.1324047	7.22E+07
192.1804437	7.62E+07
192.2284948	7.44E+07
192.2765579	6.71E+07
192.324633	6.87E+07
192.3727201	7.55E+07
192.4208192	7.81E+07
192.4689304	7.75E+07
192.5170536	7.45E+07
192.5651888	6.78E+07
192.6133361	6.05E+07
192.6614954	6.25E+07
192.7096668	6.80E+07
192.7578502	6.77E+07
192.8060456	7.01E+07
192.8542531	7.17E+07
192.9024726	7.00E+07
192.9507042	7.17E+07
192.9989479	7.19E+07
193.0472036	6.05E+07
193.0954714	4.92E+07
193.1437512	5.89E+07
193.1920432	7.00E+07
193.2403472	7.10E+07
193.2886632	7.27E+07
193.3369914	7.42E+07
193.3853316	7.54E+07
193.433684	7.37E+07
193.4820484	7.04E+07
193.5304249	6.85E+07
193.5788135	7.00E+07
193.6272142	7.00E+07
193.675627	6.64E+07
193.7240519	6.62E+07
193.7724889	6.88E+07
193.8209381	6.93E+07
193.8693993	6.92E+07
193.9178727	7.25E+07
193.9663582	7.44E+07
194.0148558	7.33E+07
194.0633655	7.06E+07
194.1118874	6.94E+07
194.1604213	7.19E+07
194.2089675	7.47E+07
194.2575257	7.74E+07
194.3060961	7.76E+07
194.3546787	7.58E+07
194.4032734	7.48E+07
194.4518802	7.38E+07
194.5004992	7.38E+07
194.5491304	7.57E+07
194.5977737	7.60E+07
194.6464292	7.32E+07
194.6950968	7.15E+07
194.7437766	7.26E+07
194.7924686	7.16E+07
194.8411728	6.85E+07
194.8898891	6.81E+07
194.9386176	6.84E+07
194.9873583	6.51E+07
195.0361112	6.61E+07
195.0848763	7.25E+07
195.1336535	7.46E+07
195.182443	7.21E+07
195.2312447	6.82E+07
195.2800585	6.77E+07
195.3288846	6.99E+07
195.3777229	7.24E+07
195.4265733	7.19E+07
195.4754361	7.18E+07
195.524311	7.24E+07
195.5731981	7.04E+07
195.6220975	7.23E+07
195.6710091	7.43E+07
195.7199329	7.30E+07
195.7688689	7.31E+07
195.8178172	7.40E+07
195.8667777	7.42E+07
195.9157505	7.41E+07
195.9647355	7.48E+07
196.0137328	7.42E+07
196.0627423	7.51E+07
196.1117641	7.66E+07
196.1607981	7.70E+07
196.2098444	7.59E+07
196.2589029	7.43E+07
196.3079737	7.50E+07
196.3570568	7.59E+07
196.4061521	7.40E+07
196.4552598	7.20E+07
196.5043797	7.28E+07
196.5535119	7.22E+07
196.6026563	7.18E+07
196.6518131	7.47E+07
196.7009821	7.63E+07
196.7501635	7.28E+07
196.7993571	6.82E+07
196.8485631	6.81E+07
196.8977813	7.03E+07
196.9470119	7.30E+07
196.9962547	7.17E+07
197.0455099	6.82E+07
197.0947774	6.92E+07
197.1440572	7.36E+07
197.1933493	7.70E+07
197.2426538	7.77E+07
197.2919705	7.75E+07
197.3412996	7.71E+07
197.3906411	7.47E+07
197.4399949	7.05E+07
197.489361	6.97E+07
197.5387395	6.79E+07
197.5881303	6.95E+07
197.6375334	7.44E+07
197.6869489	7.43E+07
197.7363768	7.20E+07
197.785817	7.28E+07
197.8352696	7.31E+07
197.8847346	6.63E+07
197.9342119	6.13E+07
197.9837016	6.26E+07
198.0332036	6.71E+07
198.0827181	7.24E+07
198.1322449	7.55E+07
198.1817841	7.49E+07
198.2313357	7.38E+07
198.2808997	6.93E+07
198.330476	6.53E+07
198.3800648	6.80E+07
198.429666	7.09E+07
198.4792795	7.08E+07
198.5289055	7.05E+07
198.5785439	7.02E+07
198.6281947	6.70E+07
198.6778579	6.90E+07
198.7275335	7.35E+07
198.7772216	7.47E+07
198.826922	7.43E+07
198.8766349	7.12E+07
198.9263602	6.97E+07
198.976098	6.80E+07
199.0258482	6.46E+07
199.0756108	6.21E+07
199.1253859	6.21E+07
199.1751734	6.72E+07
199.2249734	7.25E+07
199.2747858	7.31E+07
199.3246107	6.70E+07
199.374448	6.21E+07
199.4242978	6.63E+07
199.4741601	6.95E+07
199.5240348	6.80E+07
199.573922	6.92E+07
199.6238217	7.15E+07
199.6737338	7.19E+07
199.7236584	7.16E+07
199.7735955	7.17E+07
199.8235451	7.40E+07
199.8735072	7.11E+07
199.9234818	6.18E+07
199.9734688	5.96E+07
200.0234684	6.44E+07
200.0734805	6.48E+07
200.1235051	6.61E+07
200.1735421	7.20E+07
200.2235917	7.53E+07
200.2736538	7.48E+07
200.3237285	7.02E+07
200.3738156	6.58E+07
200.4239153	6.36E+07
200.4740275	6.03E+07
200.5241522	6.65E+07
200.5742894	7.25E+07
200.6244392	6.86E+07
200.6746016	6.28E+07
200.7247764	6.33E+07
200.7749638	6.03E+07
200.8251638	5.99E+07
200.8753763	6.47E+07
200.9256014	6.72E+07
200.975839	7.08E+07
201.0260892	7.05E+07
201.076352	6.60E+07
201.1266273	5.89E+07
201.1769152	5.70E+07
201.2272157	6.33E+07
201.2775287	6.54E+07
201.3278543	6.50E+07
201.3781925	6.28E+07
201.4285433	6.20E+07
201.4789067	6.67E+07
201.5292827	6.98E+07
201.5796712	6.71E+07
201.6300724	6.33E+07
201.6804862	6.46E+07
201.7309125	6.36E+07
201.7813515	6.31E+07
201.8318031	6.78E+07
201.8822673	6.96E+07
201.9327442	6.55E+07
201.9832336	6.48E+07
202.0337357	6.88E+07
202.0842504	6.77E+07
202.1347777	6.12E+07
202.1853177	5.93E+07
202.2358703	6.02E+07
202.2864355	5.97E+07
202.3370134	6.20E+07
202.3876039	6.57E+07
202.4382071	6.54E+07
202.4888229	6.54E+07
202.5394514	6.75E+07
202.5900925	6.07E+07
202.6407463	5.55E+07
202.6914128	6.54E+07
202.7420919	6.96E+07
202.7927837	6.88E+07
202.8434882	6.75E+07
202.8942054	6.59E+07
202.9449352	6.35E+07
202.9956778	6.47E+07
203.046433	7.08E+07
203.0972009	7.17E+07
203.1479815	7.08E+07
203.1987748	6.98E+07
203.2495808	6.43E+07
203.3003995	5.81E+07
203.3512309	5.96E+07
203.402075	6.14E+07
203.4529318	6.43E+07
203.5038013	6.49E+07
203.5546836	6.53E+07
203.6055786	6.77E+07
203.6564863	6.62E+07
203.7074067	6.22E+07
203.7583399	6.15E+07
203.8092858	6.20E+07
203.8602444	6.58E+07
203.9112158	6.92E+07
203.9621999	6.83E+07
204.0131968	6.32E+07
204.0642064	5.98E+07
204.1152288	5.94E+07
204.1662639	6.22E+07
204.2173118	6.80E+07
204.2683725	7.16E+07
