#wavelength	flux
6823.864087	6.42E+03
6825.570264	6.42E+03
6827.276868	6.41E+03
6828.983899	6.40E+03
6830.691357	6.40E+03
6832.399242	6.39E+03
6834.107553	6.39E+03
6835.816292	6.38E+03
6837.525458	6.38E+03
6839.235051	6.37E+03
6840.945072	6.36E+03
6842.65552	6.36E+03
6844.366397	6.35E+03
6846.0777	6.35E+03
6847.789432	6.34E+03
6849.501592	6.33E+03
6851.214179	6.33E+03
6852.927195	6.32E+03
6854.64064	6.32E+03
6856.354512	6.31E+03
6858.068813	6.30E+03
6859.783543	6.30E+03
6861.498702	6.29E+03
6863.214289	6.29E+03
6864.930306	6.28E+03
6866.646751	6.27E+03
6868.363626	6.27E+03
6870.080929	6.26E+03
6871.798663	6.26E+03
6873.516825	6.25E+03
6875.235418	6.24E+03
6876.95444	6.24E+03
6878.673891	6.23E+03
6880.393773	6.23E+03
6882.114085	6.22E+03
6883.834827	6.21E+03
6885.555999	6.21E+03
6887.277601	6.20E+03
6888.999634	6.20E+03
6890.722098	6.19E+03
6892.444992	6.18E+03
6894.168317	6.18E+03
6895.892073	6.17E+03
6897.61626	6.17E+03
6899.340877	6.16E+03
6901.065927	6.15E+03
6902.791407	6.15E+03
6904.517319	6.14E+03
6906.243662	6.14E+03
6907.970437	6.13E+03
6909.697644	6.12E+03
6911.425283	6.12E+03
6913.153353	6.11E+03
6914.881856	6.10E+03
6916.610791	6.10E+03
6918.340158	6.09E+03
6920.069957	6.09E+03
6921.800189	6.08E+03
6923.530854	6.07E+03
6925.261951	6.07E+03
6926.993482	6.06E+03
6928.725445	6.06E+03
6930.457841	6.05E+03
6932.19067	6.04E+03
6933.923933	6.04E+03
6935.657629	6.03E+03
6937.391758	6.02E+03
6939.126321	6.02E+03
6940.861318	6.01E+03
6942.596748	6.01E+03
6944.332613	6.00E+03
6946.068911	5.99E+03
6947.805644	5.99E+03
6949.542811	5.98E+03
6951.280412	5.98E+03
6953.018447	5.97E+03
6954.756918	5.97E+03
6956.495822	5.96E+03
6958.235162	5.95E+03
6959.974937	5.95E+03
6961.715146	5.94E+03
6963.455791	5.94E+03
6965.196871	5.93E+03
6966.938386	5.93E+03
6968.680336	5.92E+03
6970.422722	5.92E+03
6972.165544	5.91E+03
6973.908802	5.90E+03
6975.652495	5.90E+03
6977.396625	5.89E+03
6979.14119	5.89E+03
6980.886192	5.88E+03
6982.63163	5.88E+03
6984.377504	5.87E+03
6986.123815	5.86E+03
6987.870563	5.86E+03
6989.617747	5.85E+03
6991.365368	5.85E+03
6993.113426	5.84E+03
6994.861921	5.84E+03
6996.610854	5.83E+03
6998.360223	5.83E+03
7000.11003	5.82E+03
7001.860275	5.81E+03
7003.610957	5.81E+03
7005.362077	5.80E+03
7007.113634	5.80E+03
7008.86563	5.79E+03
7010.618064	5.79E+03
7012.370936	5.78E+03
7014.124246	5.77E+03
7015.877994	5.77E+03
7017.632181	5.76E+03
7019.386807	5.76E+03
7021.141871	5.75E+03
7022.897374	5.75E+03
7024.653316	5.74E+03
7026.409698	5.73E+03
7028.166518	5.73E+03
7029.923777	5.72E+03
7031.681476	5.72E+03
7033.439615	5.71E+03
7035.198193	5.71E+03
7036.95721	5.70E+03
7038.716668	5.69E+03
7040.476565	5.69E+03
7042.236902	5.68E+03
7043.99768	5.68E+03
7045.758898	5.67E+03
7047.520556	5.67E+03
7049.282655	5.66E+03
7051.045194	5.66E+03
7052.808174	5.65E+03
7054.571594	5.64E+03
7056.335456	5.64E+03
7058.099759	5.63E+03
7059.864502	5.63E+03
7061.629687	5.62E+03
7063.395314	5.62E+03
7065.161382	5.61E+03
7066.927891	5.60E+03
7068.694842	5.60E+03
7070.462235	5.59E+03
7072.23007	5.59E+03
7073.998346	5.58E+03
7075.767065	5.57E+03
7077.536226	5.57E+03
7079.30583	5.56E+03
7081.075876	5.56E+03
7082.846364	5.55E+03
7084.617296	5.54E+03
7086.38867	5.54E+03
7088.160486	5.53E+03
7089.932746	5.53E+03
7091.705449	5.52E+03
7093.478595	5.52E+03
7095.252185	5.51E+03
7097.026218	5.51E+03
7098.800695	5.50E+03
7100.575615	5.50E+03
7102.350979	5.49E+03
7104.126787	5.49E+03
7105.903039	5.48E+03
7107.679735	5.48E+03
7109.456875	5.47E+03
7111.23446	5.47E+03
7113.012489	5.46E+03
7114.790963	5.46E+03
7116.569881	5.45E+03
7118.349244	5.45E+03
7120.129052	5.44E+03
7121.909305	5.44E+03
7123.690003	5.43E+03
7125.471146	5.43E+03
7127.252735	5.42E+03
7129.034769	5.42E+03
7130.817249	5.41E+03
7132.600174	5.41E+03
7134.383546	5.40E+03
7136.167363	5.39E+03
7137.951626	5.39E+03
7139.736335	5.38E+03
7141.52149	5.38E+03
7143.307092	5.37E+03
7145.09314	5.37E+03
7146.879635	5.36E+03
7148.666577	5.36E+03
7150.453965	5.35E+03
7152.2418	5.35E+03
7154.030082	5.34E+03
7155.818812	5.34E+03
7157.607988	5.33E+03
7159.397612	5.33E+03
7161.187683	5.32E+03
7162.978202	5.32E+03
7164.769169	5.31E+03
7166.560583	5.31E+03
7168.352446	5.30E+03
7170.144756	5.30E+03
7171.937514	5.29E+03
7173.730721	5.29E+03
7175.524376	5.28E+03
7177.31848	5.28E+03
7179.113032	5.27E+03
7180.908033	5.26E+03
7182.703482	5.26E+03
7184.499381	5.25E+03
7186.295729	5.25E+03
7188.092525	5.24E+03
7189.889771	5.24E+03
7191.687467	5.23E+03
7193.485611	5.23E+03
7195.284206	5.22E+03
7197.08325	5.22E+03
7198.882744	5.21E+03
7200.682688	5.21E+03
7202.483082	5.20E+03
7204.283926	5.20E+03
7206.08522	5.19E+03
7207.886965	5.19E+03
7209.68916	5.18E+03
7211.491806	5.18E+03
7213.294902	5.17E+03
7215.09845	5.17E+03
7216.902448	5.16E+03
7218.706897	5.16E+03
7220.511798	5.15E+03
7222.31715	5.14E+03
7224.122953	5.14E+03
7225.929208	5.14E+03
7227.735914	5.13E+03
7229.543072	5.13E+03
7231.350682	5.12E+03
7233.158744	5.11E+03
7234.967258	5.11E+03
7236.776224	5.10E+03
7238.585642	5.10E+03
7240.395513	5.09E+03
7242.205836	5.09E+03
7244.016612	5.08E+03
7245.827841	5.08E+03
7247.639523	5.07E+03
7249.451657	5.07E+03
7251.264245	5.06E+03
7253.077286	5.06E+03
7254.89078	5.05E+03
7256.704728	5.04E+03
7258.519129	5.04E+03
7260.333984	5.03E+03
7262.149292	5.03E+03
7263.965055	5.02E+03
7265.781271	5.01E+03
7267.597942	5.01E+03
7269.415067	5.00E+03
7271.232646	5.00E+03
7273.050679	4.99E+03
7274.869167	4.99E+03
7276.68811	4.98E+03
7278.507508	4.98E+03
7280.32736	4.98E+03
7282.147668	4.97E+03
7283.968431	4.97E+03
7285.789649	4.96E+03
7287.611322	4.96E+03
7289.433451	4.96E+03
7291.256035	4.95E+03
7293.079075	4.95E+03
7294.902571	4.94E+03
7296.726523	4.94E+03
7298.550931	4.93E+03
7300.375795	4.93E+03
7302.201115	4.93E+03
7304.026891	4.92E+03
7305.853125	4.92E+03
7307.679814	4.91E+03
7309.506961	4.91E+03
7311.334564	4.90E+03
7313.162625	4.90E+03
7314.991142	4.89E+03
7316.820117	4.89E+03
7318.649548	4.88E+03
7320.479438	4.88E+03
7322.309785	4.87E+03
7324.140589	4.87E+03
7325.971851	4.87E+03
7327.803571	4.86E+03
7329.635749	4.86E+03
7331.468386	4.85E+03
7333.30148	4.85E+03
7335.135033	4.84E+03
7336.969044	4.84E+03
7338.803514	4.83E+03
7340.638442	4.83E+03
7342.473829	4.82E+03
7344.309675	4.82E+03
7346.14598	4.81E+03
7347.982745	4.81E+03
7349.819968	4.80E+03
7351.657651	4.80E+03
7353.495793	4.79E+03
7355.334395	4.79E+03
7357.173457	4.78E+03
7359.012978	4.78E+03
7360.85296	4.77E+03
7362.693401	4.77E+03
7364.534303	4.77E+03
7366.375665	4.76E+03
7368.217487	4.76E+03
7370.05977	4.75E+03
7371.902513	4.75E+03
7373.745717	4.74E+03
7375.589382	4.74E+03
7377.433508	4.73E+03
7379.278095	4.73E+03
7381.123144	4.72E+03
7382.968653	4.72E+03
7384.814624	4.71E+03
7386.661057	4.71E+03
7388.507951	4.70E+03
7390.355307	4.70E+03
7392.203125	4.69E+03
7394.051405	4.69E+03
7395.900147	4.68E+03
7397.749352	4.68E+03
7399.599018	4.67E+03
7401.449147	4.67E+03
7403.299739	4.66E+03
7405.150794	4.66E+03
7407.002311	4.65E+03
7408.854291	4.65E+03
7410.706734	4.64E+03
7412.559641	4.64E+03
7414.413011	4.63E+03
7416.266844	4.63E+03
7418.12114	4.62E+03
7419.975901	4.62E+03
7421.831125	4.61E+03
7423.686813	4.60E+03
7425.542964	4.60E+03
7427.39958	4.59E+03
7429.25666	4.58E+03
7431.114205	4.58E+03
7432.972214	4.57E+03
7434.830687	4.56E+03
7436.689626	4.55E+03
7438.549029	4.55E+03
7440.408896	4.54E+03
7442.269229	4.52E+03
7444.130027	4.51E+03
7445.991291	4.50E+03
7447.853019	4.48E+03
7449.715213	4.46E+03
7451.577873	4.43E+03
7453.440999	4.39E+03
7455.30459	4.34E+03
7457.168647	4.24E+03
7459.033171	4.12E+03
7460.89816	4.13E+03
7462.763616	4.25E+03
7464.629538	4.33E+03
7466.495927	4.37E+03
7468.362783	4.39E+03
7470.230105	4.41E+03
7472.097894	4.42E+03
7473.96615	4.42E+03
7475.834873	4.42E+03
7477.704064	4.42E+03
7479.573722	4.42E+03
7481.443847	4.41E+03
7483.31444	4.40E+03
7485.185501	4.39E+03
7487.057029	4.38E+03
7488.929025	4.36E+03
7490.80149	4.34E+03
7492.674422	4.32E+03
7494.547823	4.30E+03
7496.421693	4.26E+03
7498.29603	4.21E+03
7500.170837	4.13E+03
7502.046112	4.04E+03
7503.921856	4.06E+03
7505.798069	4.10E+03
7507.674752	4.10E+03
7509.551903	4.13E+03
7511.429524	4.18E+03
7513.307614	4.22E+03
7515.186174	4.25E+03
7517.065203	4.27E+03
7518.944703	4.28E+03
7520.824672	4.29E+03
7522.705111	4.30E+03
7524.586021	4.31E+03
7526.467401	4.31E+03
7528.349251	4.32E+03
7530.231572	4.32E+03
7532.114363	4.32E+03
7533.997625	4.32E+03
7535.881358	4.32E+03
7537.765562	4.32E+03
7539.650237	4.32E+03
7541.535383	4.32E+03
7543.421001	4.31E+03
7545.30709	4.31E+03
7547.193651	4.31E+03
7549.080683	4.31E+03
7550.968187	4.31E+03
7552.856164	4.30E+03
7554.744612	4.30E+03
7556.633532	4.30E+03
7558.522925	4.29E+03
7560.41279	4.29E+03
7562.303127	4.29E+03
7564.193938	4.28E+03
7566.085221	4.28E+03
7567.976977	4.28E+03
7569.869205	4.27E+03
7571.761907	4.27E+03
7573.655083	4.26E+03
7575.548731	4.26E+03
7577.442853	4.26E+03
7579.337449	4.25E+03
7581.232518	4.25E+03
7583.128061	4.25E+03
7585.024078	4.24E+03
7586.92057	4.24E+03
7588.817535	4.23E+03
7590.714975	4.23E+03
7592.612889	4.23E+03
7594.511277	4.22E+03
7596.410141	4.22E+03
7598.309479	4.21E+03
7600.209292	4.21E+03
7602.10958	4.21E+03
7604.010343	4.20E+03
7605.911581	4.20E+03
7607.813295	4.19E+03
7609.715484	4.19E+03
7611.618149	4.19E+03
7613.521289	4.18E+03
7615.424906	4.18E+03
7617.328998	4.17E+03
7619.233566	4.17E+03
7621.138611	4.17E+03
7623.044132	4.16E+03
7624.950129	4.16E+03
7626.856603	4.15E+03
7628.763554	4.15E+03
7630.670981	4.15E+03
7632.578885	4.14E+03
7634.487267	4.14E+03
7636.396125	4.13E+03
7638.305461	4.13E+03
7640.215274	4.13E+03
7642.125565	4.12E+03
7644.036333	4.12E+03
7645.947579	4.11E+03
7647.859303	4.11E+03
7649.771505	4.11E+03
7651.684185	4.10E+03
7653.597343	4.10E+03
7655.51098	4.09E+03
7657.425095	4.09E+03
7659.339689	4.09E+03
7661.254761	4.08E+03
7663.170312	4.08E+03
7665.086343	4.07E+03
7667.002852	4.07E+03
7668.91984	4.07E+03
7670.837308	4.06E+03
7672.755255	4.06E+03
7674.673682	4.05E+03
7676.592588	4.05E+03
7678.511974	4.05E+03
7680.43184	4.04E+03
7682.352186	4.04E+03
7684.273013	4.03E+03
7686.194319	4.03E+03
7688.116106	4.03E+03
7690.038373	4.02E+03
7691.961121	4.02E+03
7693.88435	4.01E+03
7695.80806	4.01E+03
7697.73225	4.01E+03
7699.656922	4.00E+03
7701.582075	4.00E+03
7703.507709	3.99E+03
7705.433825	3.99E+03
7707.360422	3.99E+03
7709.287501	3.98E+03
7711.215062	3.98E+03
7713.143105	3.97E+03
7715.07163	3.97E+03
7717.000637	3.97E+03
7718.930126	3.96E+03
7720.860098	3.96E+03
7722.790553	3.95E+03
7724.72149	3.95E+03
7726.65291	3.95E+03
7728.584812	3.94E+03
7730.517198	3.94E+03
7732.450067	3.93E+03
7734.383419	3.93E+03
7736.317255	3.93E+03
7738.251574	3.92E+03
7740.186377	3.92E+03
7742.121664	3.91E+03
7744.057434	3.91E+03
7745.993688	3.90E+03
7747.930427	3.90E+03
7749.86765	3.90E+03
7751.805357	3.89E+03
7753.743549	3.89E+03
7755.682225	3.88E+03
7757.621386	3.88E+03
7759.561032	3.87E+03
7761.501163	3.87E+03
7763.441779	3.86E+03
7765.38288	3.86E+03
7767.324466	3.85E+03
7769.266538	3.84E+03
7771.209096	3.84E+03
7773.152139	3.83E+03
7775.095668	3.82E+03
7777.039683	3.82E+03
7778.984184	3.81E+03
7780.929171	3.80E+03
7782.874645	3.80E+03
7784.820604	3.80E+03
7786.767051	3.80E+03
7788.713984	3.80E+03
7790.661404	3.80E+03
7792.609311	3.80E+03
7794.557705	3.80E+03
7796.506586	3.80E+03
7798.455954	3.79E+03
7800.40581	3.79E+03
7802.356153	3.79E+03
7804.306984	3.79E+03
7806.258303	3.78E+03
7808.21011	3.78E+03
7810.162404	3.78E+03
7812.115187	3.78E+03
7814.068458	3.77E+03
7816.022217	3.77E+03
7817.976465	3.77E+03
7819.931202	3.76E+03
7821.886427	3.76E+03
7823.842141	3.76E+03
7825.798344	3.75E+03
7827.755036	3.75E+03
7829.712218	3.75E+03
7831.669889	3.74E+03
7833.628049	3.74E+03
7835.586699	3.74E+03
7837.545838	3.73E+03
7839.505468	3.73E+03
7841.465587	3.72E+03
7843.426197	3.72E+03
7845.387296	3.72E+03
7847.348886	3.71E+03
7849.310967	3.71E+03
7851.273538	3.71E+03
7853.2366	3.70E+03
7855.200152	3.70E+03
7857.164196	3.70E+03
7859.128731	3.69E+03
7861.093757	3.69E+03
7863.059274	3.69E+03
7865.025282	3.68E+03
7866.991782	3.68E+03
7868.958774	3.67E+03
7870.926258	3.67E+03
7872.894233	3.67E+03
7874.862701	3.66E+03
7876.831661	3.66E+03
7878.801113	3.66E+03
7880.771058	3.65E+03
7882.741495	3.65E+03
7884.712424	3.65E+03
7886.683847	3.64E+03
7888.655762	3.64E+03
7890.628171	3.64E+03
7892.601073	3.63E+03
7894.574468	3.63E+03
7896.548356	3.62E+03
7898.522738	3.62E+03
7900.497613	3.62E+03
7902.472983	3.61E+03
7904.448846	3.61E+03
7906.425203	3.61E+03
7908.402055	3.60E+03
7910.3794	3.60E+03
7912.35724	3.60E+03
7914.335575	3.59E+03
7916.314404	3.59E+03
7918.293728	3.59E+03
7920.273547	3.58E+03
7922.253861	3.58E+03
7924.23467	3.58E+03
7926.215975	3.57E+03
7928.197774	3.57E+03
7930.18007	3.56E+03
7932.16286	3.56E+03
7934.146147	3.56E+03
7936.12993	3.55E+03
7938.114208	3.55E+03
7940.098983	3.55E+03
7942.084254	3.54E+03
7944.070021	3.54E+03
7946.056285	3.54E+03
7948.043045	3.53E+03
7950.030302	3.53E+03
7952.018056	3.53E+03
7954.006307	3.52E+03
7955.995056	3.52E+03
7957.984301	3.52E+03
7959.974044	3.51E+03
7961.964284	3.51E+03
7963.955022	3.51E+03
7965.946258	3.50E+03
7967.937991	3.50E+03
7969.930223	3.50E+03
7971.922952	3.49E+03
7973.91618	3.49E+03
7975.909907	3.49E+03
7977.904131	3.48E+03
7979.898855	3.48E+03
7981.894077	3.47E+03
7983.889798	3.47E+03
7985.886018	3.47E+03
7987.882737	3.46E+03
7989.879955	3.46E+03
7991.877673	3.46E+03
7993.87589	3.45E+03
7995.874607	3.45E+03
7997.873823	3.45E+03
7999.87354	3.44E+03
8001.873756	3.44E+03
8003.874473	3.44E+03
8005.875689	3.43E+03
8007.877407	3.43E+03
8009.879624	3.43E+03
8011.882342	3.42E+03
8013.885561	3.42E+03
8015.889281	3.42E+03
8017.893502	3.41E+03
8019.898224	3.41E+03
8021.903447	3.41E+03
8023.909172	3.40E+03
8025.915398	3.40E+03
8027.922126	3.40E+03
8029.929355	3.39E+03
8031.937086	3.39E+03
8033.94532	3.39E+03
8035.954055	3.38E+03
8037.963293	3.38E+03
8039.973033	3.38E+03
8041.983275	3.37E+03
8043.99402	3.37E+03
8046.005268	3.37E+03
8048.017019	3.36E+03
8050.029273	3.36E+03
8052.04203	3.36E+03
8054.05529	3.35E+03
8056.069053	3.35E+03
8058.08332	3.35E+03
8060.098091	3.34E+03
8062.113365	3.34E+03
8064.129144	3.34E+03
8066.145426	3.33E+03
8068.162212	3.33E+03
8070.179503	3.33E+03
8072.197298	3.32E+03
8074.215598	3.32E+03
8076.234402	3.32E+03
8078.253711	3.31E+03
8080.273525	3.31E+03
8082.293844	3.31E+03
8084.314668	3.30E+03
8086.335997	3.30E+03
8088.357832	3.30E+03
8090.380172	3.29E+03
8092.403018	3.29E+03
8094.426369	3.29E+03
8096.450227	3.28E+03
8098.47459	3.28E+03
8100.49946	3.28E+03
8102.524836	3.27E+03
8104.550719	3.27E+03
8106.577108	3.27E+03
8108.604003	3.26E+03
8110.631406	3.26E+03
8112.659315	3.26E+03
8114.687731	3.25E+03
8116.716655	3.25E+03
8118.746086	3.24E+03
8120.776024	3.24E+03
8122.80647	3.24E+03
8124.837423	3.23E+03
8126.868884	3.23E+03
8128.900853	3.22E+03
8130.933331	3.22E+03
8132.966316	3.21E+03
8134.99981	3.21E+03
8137.033812	3.20E+03
8139.068323	3.20E+03
8141.103342	3.19E+03
8143.13887	3.19E+03
8145.174907	3.18E+03
8147.211454	3.17E+03
8149.248509	3.16E+03
8151.286074	3.15E+03
8153.324148	3.14E+03
8155.362732	3.14E+03
8157.401825	3.14E+03
8159.441429	3.14E+03
8161.481542	3.15E+03
8163.522166	3.15E+03
8165.563299	3.15E+03
8167.604943	3.15E+03
8169.647098	3.15E+03
8171.689763	3.15E+03
8173.732938	3.15E+03
8175.776625	3.15E+03
8177.820823	3.15E+03
8179.865531	3.14E+03
8181.910751	3.14E+03
8183.956483	3.14E+03
8186.002726	3.14E+03
8188.04948	3.14E+03
8190.096746	3.13E+03
8192.144524	3.13E+03
8194.192815	3.13E+03
8196.241617	3.13E+03
8198.290931	3.12E+03
8200.340758	3.12E+03
8202.391098	3.12E+03
8204.44195	3.12E+03
8206.493315	3.11E+03
8208.545192	3.11E+03
8210.597583	3.11E+03
8212.650487	3.10E+03
8214.703904	3.10E+03
8216.757835	3.10E+03
8218.812279	3.10E+03
8220.867237	3.09E+03
8222.922709	3.09E+03
8224.978694	3.09E+03
8227.035194	3.08E+03
8229.092208	3.08E+03
8231.149736	3.08E+03
8233.207779	3.08E+03
8235.266336	3.07E+03
8237.325408	3.07E+03
8239.384994	3.07E+03
8241.445096	3.06E+03
8243.505713	3.06E+03
8245.566845	3.06E+03
8247.628492	3.05E+03
8249.690655	3.05E+03
8251.753333	3.05E+03
8253.816528	3.05E+03
8255.880238	3.04E+03
8257.944464	3.04E+03
8260.009206	3.04E+03
8262.074464	3.03E+03
8264.140239	3.03E+03
8266.20653	3.03E+03
8268.273338	3.02E+03
8270.340663	3.02E+03
8272.408504	3.02E+03
8274.476863	3.02E+03
8276.545739	3.01E+03
8278.615132	3.01E+03
8280.685042	3.01E+03
8282.75547	3.00E+03
8284.826416	3.00E+03
8286.897879	3.00E+03
8288.969861	3.00E+03
8291.04236	2.99E+03
8293.115378	2.99E+03
8295.188914	2.99E+03
8297.262968	2.98E+03
8299.337541	2.98E+03
8301.412633	2.98E+03
8303.488243	2.97E+03
8305.564373	2.97E+03
8307.641021	2.97E+03
8309.718189	2.97E+03
8311.795876	2.96E+03
8313.874083	2.96E+03
8315.952809	2.96E+03
8318.032055	2.95E+03
8320.111821	2.95E+03
8322.192107	2.95E+03
8324.272913	2.95E+03
8326.354239	2.94E+03
8328.436086	2.94E+03
8330.518453	2.94E+03
8332.601341	2.93E+03
8334.68475	2.93E+03
8336.768679	2.93E+03
8338.85313	2.93E+03
8340.938102	2.92E+03
8343.023595	2.92E+03
8345.10961	2.92E+03
8347.196146	2.91E+03
8349.283203	2.91E+03
8351.370783	2.91E+03
8353.458885	2.91E+03
8355.547508	2.90E+03
8357.636654	2.90E+03
8359.726323	2.90E+03
8361.816513	2.89E+03
8363.907227	2.89E+03
8365.998463	2.89E+03
8368.090222	2.89E+03
8370.182504	2.88E+03
8372.275309	2.88E+03
8374.368637	2.88E+03
8376.462489	2.87E+03
8378.556864	2.87E+03
8380.651763	2.87E+03
8382.747186	2.87E+03
8384.843133	2.86E+03
8386.939604	2.86E+03
8389.036599	2.86E+03
8391.134118	2.85E+03
8393.232161	2.85E+03
8395.33073	2.85E+03
8397.429823	2.85E+03
8399.52944	2.84E+03
8401.629583	2.84E+03
8403.730251	2.84E+03
8405.831444	2.83E+03
8407.933163	2.83E+03
8410.035407	2.83E+03
8412.138176	2.83E+03
8414.241472	2.82E+03
8416.345293	2.82E+03
8418.44964	2.82E+03
8420.554513	2.82E+03
8422.659913	2.81E+03
8424.765839	2.81E+03
8426.872292	2.81E+03
8428.979271	2.80E+03
8431.086777	2.80E+03
8433.19481	2.80E+03
8435.303371	2.80E+03
8437.412458	2.79E+03
8439.522073	2.79E+03
8441.632215	2.79E+03
8443.742885	2.78E+03
8445.854082	2.78E+03
8447.965807	2.78E+03
8450.078061	2.78E+03
8452.190842	2.77E+03
8454.304152	2.77E+03
8456.41799	2.77E+03
8458.532357	2.77E+03
8460.647252	2.76E+03
8462.762676	2.76E+03
8464.878629	2.76E+03
8466.995111	2.75E+03
8469.112123	2.75E+03
8471.229663	2.75E+03
8473.347733	2.75E+03
8475.466333	2.74E+03
8477.585462	2.74E+03
8479.705121	2.74E+03
8481.825311	2.74E+03
8483.94603	2.73E+03
8486.067279	2.73E+03
8488.189059	2.73E+03
8490.31137	2.72E+03
8492.434211	2.72E+03
8494.557583	2.72E+03
8496.681485	2.72E+03
8498.805919	2.71E+03
8500.930884	2.71E+03
8503.05638	2.71E+03
8505.182408	2.71E+03
8507.308967	2.70E+03
8509.436058	2.70E+03
8511.563681	2.70E+03
8513.691836	2.70E+03
8515.820523	2.69E+03
8517.949742	2.69E+03
8520.079494	2.69E+03
8522.209778	2.68E+03
8524.340594	2.68E+03
8526.471944	2.68E+03
8528.603826	2.68E+03
8530.736241	2.67E+03
8532.86919	2.67E+03
8535.002672	2.67E+03
8537.136687	2.67E+03
8539.271236	2.66E+03
8541.406318	2.66E+03
8543.541935	2.66E+03
8545.678085	2.66E+03
8547.81477	2.65E+03
8549.951988	2.65E+03
8552.089741	2.65E+03
8554.228029	2.65E+03
8556.366851	2.64E+03
8558.506208	2.64E+03
8560.6461	2.64E+03
8562.786527	2.63E+03
8564.927489	2.63E+03
8567.068986	2.63E+03
8569.211019	2.63E+03
8571.353588	2.62E+03
8573.496692	2.62E+03
8575.640332	2.62E+03
8577.784508	2.62E+03
8579.92922	2.61E+03
8582.074468	2.61E+03
8584.220253	2.61E+03
8586.366574	2.61E+03
8588.513432	2.60E+03
8590.660827	2.60E+03
8592.808758	2.60E+03
8594.957227	2.59E+03
8597.106232	2.59E+03
8599.255776	2.59E+03
8601.405856	2.59E+03
8603.556474	2.58E+03
8605.70763	2.58E+03
8607.859324	2.58E+03
8610.011555	2.58E+03
8612.164325	2.57E+03
8614.317633	2.57E+03
8616.47148	2.57E+03
8618.625865	2.56E+03
8620.780788	2.56E+03
8622.936251	2.56E+03
8625.092252	2.55E+03
8627.248793	2.55E+03
8629.405872	2.55E+03
8631.563491	2.54E+03
8633.72165	2.54E+03
8635.880348	2.54E+03
8638.039586	2.53E+03
8640.199364	2.53E+03
8642.359681	2.52E+03
8644.520539	2.52E+03
8646.681937	2.51E+03
8648.843876	2.51E+03
8651.006355	2.50E+03
8653.169375	2.49E+03
8655.332935	2.49E+03
8657.497037	2.48E+03
8659.66168	2.47E+03
8661.826863	2.45E+03
8663.992589	2.44E+03
8666.158855	2.44E+03
8668.325664	2.45E+03
8670.493014	2.46E+03
8672.660906	2.46E+03
8674.82934	2.47E+03
8676.998316	2.47E+03
8679.167835	2.47E+03
8681.337896	2.47E+03
8683.5085	2.47E+03
8685.679646	2.47E+03
8687.851335	2.47E+03
8690.023567	2.47E+03
8692.196343	2.47E+03
8694.369661	2.47E+03
8696.543523	2.47E+03
8698.717929	2.47E+03
8700.892878	2.46E+03
8703.068371	2.46E+03
8705.244408	2.46E+03
8707.420989	2.46E+03
8709.598114	2.46E+03
8711.775783	2.45E+03
8713.953998	2.45E+03
8716.132756	2.45E+03
8718.31206	2.45E+03
8720.491908	2.44E+03
8722.672301	2.44E+03
8724.85324	2.44E+03
8727.034724	2.43E+03
8729.216753	2.43E+03
8731.399328	2.42E+03
8733.582448	2.42E+03
8735.766114	2.41E+03
8737.950327	2.41E+03
8740.135085	2.40E+03
8742.32039	2.40E+03
8744.506241	2.39E+03
8746.692639	2.38E+03
8748.879583	2.37E+03
8751.067074	2.35E+03
8753.255112	2.33E+03
8755.443698	2.30E+03
8757.63283	2.26E+03
8759.82251	2.23E+03
8762.012737	2.25E+03
8764.203512	2.29E+03
8766.394834	2.31E+03
8768.586705	2.33E+03
8770.779123	2.34E+03
8772.97209	2.35E+03
8775.165605	2.35E+03
8777.359668	2.36E+03
8779.55428	2.36E+03
8781.749441	2.36E+03
8783.945151	2.36E+03
8786.141409	2.36E+03
8788.338217	2.36E+03
8790.535574	2.36E+03
8792.733481	2.36E+03
8794.931937	2.36E+03
8797.130942	2.36E+03
8799.330498	2.36E+03
8801.530603	2.36E+03
8803.731259	2.36E+03
8805.932464	2.35E+03
8808.134221	2.35E+03
8810.336527	2.35E+03
8812.539384	2.35E+03
8814.742792	2.35E+03
8816.946751	2.34E+03
8819.151261	2.34E+03
8821.356323	2.34E+03
8823.561935	2.34E+03
8825.768099	2.34E+03
8827.974815	2.33E+03
8830.182082	2.33E+03
8832.389902	2.33E+03
8834.598273	2.33E+03
8836.807196	2.33E+03
8839.016672	2.32E+03
8841.2267	2.32E+03
8843.437281	2.32E+03
8845.648415	2.32E+03
8847.860101	2.31E+03
8850.07234	2.31E+03
8852.285133	2.31E+03
8854.498479	2.31E+03
8856.712378	2.31E+03
8858.92683	2.30E+03
8861.141837	2.30E+03
8863.357397	2.30E+03
8865.573511	2.30E+03
8867.790179	2.29E+03
8870.007402	2.29E+03
8872.225179	2.29E+03
8874.44351	2.29E+03
8876.662396	2.29E+03
8878.881837	2.28E+03
8881.101832	2.28E+03
8883.322383	2.28E+03
8885.543489	2.28E+03
8887.765151	2.27E+03
8889.987367	2.27E+03
8892.21014	2.27E+03
8894.433468	2.27E+03
8896.657352	2.27E+03
8898.881792	2.26E+03
8901.106789	2.26E+03
8903.332341	2.26E+03
8905.55845	2.26E+03
8907.785116	2.25E+03
8910.012339	2.25E+03
8912.240118	2.25E+03
8914.468454	2.25E+03
8916.697348	2.25E+03
8918.926798	2.24E+03
8921.156807	2.24E+03
8923.387372	2.24E+03
8925.618496	2.24E+03
8927.850177	2.23E+03
